Borough,AvgInjuredKilledByMonth,AvgInjuredKilledByMonthPerPop,AvgInjuredKilledByMonthPer1000000Pop
0.0,24.727272727272727,5.224671436356299e-05,52.24671436356299
1.0,225.1818181818182,0.00013761915418612243,137.61915418612244
2.0,292.3939393939394,0.00011152441836328779,111.5244183632878
3.0,188.54545454545453,8.121428274944414e-05,81.21428274944414
4.0,129.72727272727272,9.02037067718331e-05,90.20370677183311
